Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2016-01-21,COFFEEDAY,EQ,243.65,243.85,248.35,241.55,246.05,246.35,246.25,414907,10217123060000.0,2907,368116,0.8872
2016-01-22,COFFEEDAY,EQ,246.35,248.1,254.9,247.0,250.3,250.3,249.69,156258,3901642390000.0,2610,112501,0.72
2016-01-25,COFFEEDAY,EQ,250.3,251.1,254.2,242.5,250.0,248.65,250.94,49558,1243600755000.0,3666,28213,0.5693
2016-01-27,COFFEEDAY,EQ,248.65,248.95,250.95,245.15,249.0,247.55,247.51,60757,1503826165000.0,5445,32107,0.5284000000000001
2016-01-28,COFFEEDAY,EQ,247.55,248.0,254.5,244.0,254.0,252.8,248.35,318556,7911247275000.0,2027,282858,0.8879000000000001
2016-01-29,COFFEEDAY,EQ,252.8,251.95,267.0,249.0,263.5,263.3,255.3,1046979,26729464905000.0,4218,958300,0.9153
2016-02-01,COFFEEDAY,EQ,263.3,263.1,265.0,258.1,259.55,259.9,260.83,131637,3433506740000.0,6427,80268,0.6098
2016-02-02,COFFEEDAY,EQ,259.9,259.15,259.55,248.2,248.85,250.55,253.72,132354,3358123985000.0,3577,87295,0.6596
2016-02-03,COFFEEDAY,EQ,250.55,247.1,250.45,242.5,245.15,246.05,247.19,96556,2386758335000.0,2703,62633,0.6487
2016-02-04,COFFEEDAY,EQ,246.05,246.85,249.8,243.2,245.25,244.95,246.08,50563,1244273660000.0,3365,34056,0.6735
2016-02-05,COFFEEDAY,EQ,244.95,241.0,250.5,241.0,247.0,246.2,246.23,154637,3807680560000.0,2097,124702,0.8064
2016-02-08,COFFEEDAY,EQ,246.2,247.0,248.75,243.8,246.05,245.8,246.35,37496,923716410000.0,2039,20916,0.5578000000000001
2016-02-09,COFFEEDAY,EQ,245.8,244.7,246.5,241.1,242.7,243.25,243.99,38524,939930519999.9999,1188,22394,0.5813
2016-02-10,COFFEEDAY,EQ,243.25,244.05,244.45,240.0,242.0,242.5,241.62,101449,2451237295000.0,2067,53056,0.523
2016-02-11,COFFEEDAY,EQ,242.5,242.5,243.9,223.0,227.45,225.2,231.97,163105,3783572075000.0,4832,106621,0.6537000000000001
2016-02-12,COFFEEDAY,EQ,225.2,229.65,230.0,220.1,222.2,222.45,223.92,236648,5299056430000.0,7812,202728,0.8567
2016-02-15,COFFEEDAY,EQ,222.45,225.0,230.0,224.1,224.8,224.75,226.57,166782,3778742035000.0,6574,119286,0.7152
2016-02-16,COFFEEDAY,EQ,224.75,225.3,228.8,223.0,225.0,225.15,224.86,174119,3915213179999.9995,4300,134163,0.7705
2016-02-17,COFFEEDAY,EQ,225.15,227.0,238.4,221.15,226.55,228.0,227.98,239976,5470933385000.0,8893,155315,0.6472
2016-02-18,COFFEEDAY,EQ,228.0,230.8,230.8,221.1,225.0,225.15,225.21,126563,2850387570000.0,3926,88285,0.6976000000000001
2016-02-19,COFFEEDAY,EQ,225.15,227.8,230.0,224.3,225.1,225.85,226.19,138097,3123548285000.0,3932,114703,0.8306
2016-02-22,COFFEEDAY,EQ,225.85,229.9,229.9,225.0,225.0,225.15,225.82,89707,2025790000000.0,1650,77338,0.8621
2016-02-23,COFFEEDAY,EQ,225.15,225.05,226.9,223.9,225.0,225.0,225.04,95412,2147123400000.0,2256,86885,0.9106000000000001
2016-02-24,COFFEEDAY,EQ,225.0,221.85,226.9,221.85,225.1,225.1,224.95,64568,1452425440000.0,1836,55366,0.8575
2016-02-25,COFFEEDAY,EQ,225.1,225.2,226.85,222.1,225.4,225.3,224.66,42554,956024215000.0,1509,27801,0.6533
2016-02-26,COFFEEDAY,EQ,225.3,226.7,228.85,224.0,225.0,225.1,224.99,89130,2005352475000.0,1960,76535,0.8587
2016-02-29,COFFEEDAY,EQ,225.1,225.2,226.0,218.7,224.0,222.05,222.18,142084,3156810725000.0,3415,111607,0.7855
2016-03-01,COFFEEDAY,EQ,222.05,226.5,226.5,223.1,225.2,225.05,225.13,62894,1415904220000.0,3324,49591,0.7885
2016-03-02,COFFEEDAY,EQ,225.05,227.5,237.5,226.5,228.5,228.55,230.29,67405,1552274475000.0,2430,43457,0.6447
2016-03-03,COFFEEDAY,EQ,228.55,228.7,237.15,227.95,232.9,232.2,233.36,66785,1558492295000.0,2801,33024,0.49450000000000005
2016-03-04,COFFEEDAY,EQ,232.2,231.15,240.0,231.1,236.0,237.05,237.28,82267,1952001180000.0,2067,57209,0.6954000000000001
2016-03-08,COFFEEDAY,EQ,237.05,234.15,239.8,233.0,234.35,234.25,235.02,103637,2435676485000.0,1996,92188,0.8895000000000001
2016-03-09,COFFEEDAY,EQ,234.25,236.1,236.1,230.0,230.05,231.05,231.51,83682,1937314239999.9998,981,70725,0.8452
2016-03-10,COFFEEDAY,EQ,231.05,231.95,234.45,225.0,225.5,226.35,229.07,62035,1421006855000.0,1326,48307,0.7787000000000001
2016-03-11,COFFEEDAY,EQ,226.35,227.25,230.0,225.0,226.0,225.3,226.11,48691,1100933180000.0,1310,33693,0.6920000000000001
2016-03-14,COFFEEDAY,EQ,225.3,225.0,229.0,225.0,225.0,225.1,225.97,73022,1650051850000.0,1181,53974,0.7391
2016-03-15,COFFEEDAY,EQ,225.1,225.05,227.4,222.0,225.0,224.85,224.31,190190,4266153545000.0005,2189,177354,0.9325
2016-03-16,COFFEEDAY,EQ,224.85,224.1,226.5,224.1,225.0,225.05,225.01,28574,642946960000.0,814,22789,0.7975
2016-03-17,COFFEEDAY,EQ,225.05,226.0,240.0,225.25,228.25,228.3,230.09,847365,19497342195000.0,7295,650589,0.7678
2016-03-18,COFFEEDAY,EQ,228.3,228.5,233.95,228.5,232.0,232.8,232.27,78190,1816113505000.0,2614,46851,0.5992000000000001
2016-03-21,COFFEEDAY,EQ,232.8,234.2,235.25,228.0,229.85,229.5,231.81,30600,709339380000.0,1082,20521,0.6706000000000001
2016-03-22,COFFEEDAY,EQ,229.5,229.75,233.3,227.1,228.0,228.45,229.89,44715,1027934885000.0,1232,22941,0.513
2016-03-23,COFFEEDAY,EQ,228.45,226.1,229.9,225.95,226.0,226.15,227.54,30969,704662230000.0,1149,21952,0.7088
2016-03-28,COFFEEDAY,EQ,226.15,227.0,228.9,224.0,225.1,225.0,225.35,52140,1174953720000.0,1560,42336,0.812
2016-03-29,COFFEEDAY,EQ,225.0,225.0,228.0,220.5,220.5,224.55,225.36,181479,4089745840000.0,1671,155703,0.858
2016-03-30,COFFEEDAY,EQ,224.55,225.0,226.6,224.05,225.0,225.0,225.15,77498,1744840125000.0,1629,60701,0.7833
2016-03-31,COFFEEDAY,EQ,225.0,225.1,230.5,222.6,225.0,225.45,226.03,133090,3008257775000.0,6205,74667,0.561
2016-04-01,COFFEEDAY,EQ,225.45,223.25,231.15,223.25,229.1,228.6,228.04,52185,1190045975000.0,1784,26707,0.5118
2016-04-04,COFFEEDAY,EQ,228.6,226.25,232.0,226.25,226.5,227.1,228.62,46763,1069093619999.9999,1563,22956,0.49090000000000006
2016-04-05,COFFEEDAY,EQ,227.1,224.0,228.5,224.0,226.75,226.55,226.78,25812,585368545000.0,720,18354,0.7111
2016-04-06,COFFEEDAY,EQ,226.55,224.05,233.9,224.05,229.8,229.9,229.54,63715,1462513625000.0,2007,39053,0.6129
2016-04-07,COFFEEDAY,EQ,229.9,229.95,230.55,226.7,228.1,227.95,228.39,19454,444301440000.00006,654,11048,0.5679
2016-04-08,COFFEEDAY,EQ,227.95,228.0,236.0,226.4,233.5,234.65,232.51,84217,1958089200000.0,2318,39628,0.4705
2016-04-11,COFFEEDAY,EQ,234.65,235.0,236.3,231.05,232.9,233.8,233.85,24364,569748520000.0,963,15895,0.6524
2016-04-12,COFFEEDAY,EQ,233.8,232.4,235.0,230.05,230.55,231.15,232.87,52236,1216410240000.0,2060,37951,0.7265
2016-04-13,COFFEEDAY,EQ,231.15,233.0,235.9,231.7,233.25,233.85,233.82,37356,873447160000.0,1018,26577,0.7115
2016-04-18,COFFEEDAY,EQ,233.85,235.0,235.9,231.75,232.2,232.55,233.72,27687,647102155000.0,1231,19686,0.711
2016-04-20,COFFEEDAY,EQ,232.55,230.4,250.5,230.4,245.5,246.3,244.37,288250,7044031495000.0,6715,138516,0.4805
2016-04-21,COFFEEDAY,EQ,246.3,245.15,249.55,243.2,245.0,245.05,246.83,56974,1406313100000.0,1376,41111,0.7216
2016-04-22,COFFEEDAY,EQ,245.05,246.3,246.3,240.0,242.5,241.9,241.69,32498,785445145000.0,1669,14333,0.441
2016-04-25,COFFEEDAY,EQ,241.9,240.05,244.8,238.1,240.45,239.95,241.22,39955,963805960000.0,1104,25746,0.6444
2016-04-26,COFFEEDAY,EQ,239.95,240.05,241.5,235.0,235.5,235.3,236.89,33504,793670150000.0,1609,23275,0.6947
2016-04-27,COFFEEDAY,EQ,235.3,236.0,275.0,234.1,270.7,270.8,265.83,1265955,33652398625000.0,19664,278413,0.21989999999999998
2016-04-28,COFFEEDAY,EQ,270.8,272.5,273.5,255.3,262.0,261.95,263.77,359970,9495017805000.0,8116,170880,0.4747
2016-04-29,COFFEEDAY,EQ,261.95,260.55,268.7,256.45,258.85,259.2,263.02,123564,3249972335000.0,3032,42323,0.3425
2016-05-02,COFFEEDAY,EQ,259.2,257.25,266.9,257.25,260.3,261.65,262.11,111595,2925032160000.0,3094,33386,0.2992
2016-05-03,COFFEEDAY,EQ,261.65,265.3,267.4,260.0,260.65,261.7,263.91,148802,3927007315000.0,2772,37711,0.2534
2016-05-04,COFFEEDAY,EQ,261.7,261.0,261.05,253.1,253.5,254.2,256.55,47200,1210913435000.0,1237,26189,0.5549000000000001
2016-05-05,COFFEEDAY,EQ,254.2,255.05,270.95,246.1,262.5,266.55,262.52,218956,5747981825000.0,4799,69630,0.318
2016-05-06,COFFEEDAY,EQ,266.55,264.0,266.5,260.0,260.2,260.6,262.52,56691,1488264620000.0,1779,21992,0.3879
2016-05-09,COFFEEDAY,EQ,260.6,255.0,265.0,255.0,261.0,260.5,261.56,33693,881272669999.9999,1319,20138,0.5977
2016-05-10,COFFEEDAY,EQ,260.5,261.65,271.65,257.0,263.9,264.95,265.73,127505,3388249515000.0,4655,49703,0.3898
2016-05-11,COFFEEDAY,EQ,264.95,262.0,266.25,259.25,263.75,262.05,262.6,43577,1144316440000.0,2033,24949,0.5725
2016-05-12,COFFEEDAY,EQ,262.05,262.1,267.5,262.1,264.5,264.45,264.69,43163,1142461550000.0,1609,27037,0.6264000000000001
2016-05-13,COFFEEDAY,EQ,264.45,264.7,271.8,260.6,266.0,266.8,267.3,162676,4348380254999.9995,5254,73694,0.45299999999999996
2016-05-16,COFFEEDAY,EQ,266.8,268.0,269.0,262.2,265.0,265.8,266.0,45032,1197873590000.0,2747,29939,0.6648000000000001
2016-05-17,COFFEEDAY,EQ,265.8,267.5,269.9,265.0,265.85,265.45,267.19,50662,1353633705000.0,2544,28227,0.5572
2016-05-18,COFFEEDAY,EQ,265.45,263.35,268.0,260.0,264.0,264.65,265.72,35594,945791950000.0,2528,17388,0.48850000000000005
2016-05-19,COFFEEDAY,EQ,264.65,267.0,274.0,264.6,265.0,265.35,269.79,154614,4171288929999.9995,4577,54306,0.35119999999999996
2016-05-20,COFFEEDAY,EQ,265.35,264.7,276.75,258.2,261.0,262.45,267.68,760326,20352149925000.0,16175,101646,0.13369999999999999
2016-05-23,COFFEEDAY,EQ,262.45,268.0,269.9,258.1,262.5,261.15,263.67,62836,1656787020000.0,2012,34141,0.5433
2016-05-24,COFFEEDAY,EQ,261.15,264.6,264.6,250.2,252.0,253.65,255.75,49801,1273665470000.0,2190,31629,0.6351
2016-05-25,COFFEEDAY,EQ,253.65,255.9,260.7,254.05,256.5,255.55,257.16,59882,1539900780000.0,3573,36805,0.6146
2016-05-26,COFFEEDAY,EQ,255.55,257.0,259.9,255.1,259.9,258.55,257.78,28332,730329945000.0,1723,21552,0.7606999999999999
2016-05-27,COFFEEDAY,EQ,258.55,258.0,261.0,254.25,254.25,254.45,256.62,29447,755676265000.0,1134,20400,0.6928
2016-05-30,COFFEEDAY,EQ,254.45,254.0,259.55,250.3,253.25,255.75,255.93,51504,1318167495000.0,1994,31767,0.6168
2016-05-31,COFFEEDAY,EQ,255.75,257.9,271.5,257.0,267.3,267.9,265.78,415796,11051079685000.0,10540,284000,0.6829999999999999
2016-06-01,COFFEEDAY,EQ,267.9,265.5,269.8,263.0,264.3,264.95,265.97,31909,848695600000.0,1099,16319,0.5114
2016-06-02,COFFEEDAY,EQ,264.95,261.45,265.0,260.1,260.35,261.5,262.31,29581,775949835000.0,960,21275,0.7192000000000001
2016-06-03,COFFEEDAY,EQ,261.5,261.6,264.85,255.2,257.0,256.45,259.12,49994,1295433055000.0,1450,30598,0.612
2016-06-06,COFFEEDAY,EQ,256.45,260.0,274.9,259.5,260.75,261.15,263.67,118128,3114685870000.0,3230,29572,0.2503
2016-06-07,COFFEEDAY,EQ,261.15,262.05,263.15,258.0,258.5,258.55,259.26,29377,761620855000.0,1085,14962,0.5093
2016-06-08,COFFEEDAY,EQ,258.55,258.7,260.5,255.0,257.0,256.5,257.06,59764,1536314020000.0,1570,34676,0.5802
2016-06-09,COFFEEDAY,EQ,256.5,258.0,262.5,256.2,257.0,256.85,259.12,45085,1168224385000.0,1546,17467,0.3874
2016-06-10,COFFEEDAY,EQ,256.85,259.05,260.0,254.5,255.0,255.55,256.53,57365,1471573490000.0,1611,38339,0.6683
2016-06-13,COFFEEDAY,EQ,255.55,258.0,263.75,251.0,252.9,253.45,258.12,230707,5954993880000.0,5355,72068,0.3124
2016-06-14,COFFEEDAY,EQ,253.45,255.7,261.0,252.25,253.5,253.05,256.32,91644,2348986185000.0,1987,29308,0.31980000000000003
2016-06-15,COFFEEDAY,EQ,253.05,254.15,256.6,252.1,252.6,253.0,254.04,42597,1082129955000.0001,1648,19424,0.456
2016-06-16,COFFEEDAY,EQ,253.0,254.0,255.85,252.0,252.0,252.8,253.1,43703,1106107740000.0,1362,22803,0.5218
2016-06-17,COFFEEDAY,EQ,252.8,254.9,255.95,252.1,253.0,253.65,254.05,44702,1135670435000.0,1415,25270,0.5653
2016-06-20,COFFEEDAY,EQ,253.65,252.0,259.7,250.7,256.3,256.05,255.53,98387,2514120875000.0,2905,51320,0.5216
2016-06-21,COFFEEDAY,EQ,256.05,256.95,256.95,251.3,252.0,252.1,253.02,500992,12676025385000.0,1469,471250,0.9406
2016-06-22,COFFEEDAY,EQ,252.1,252.5,262.3,252.5,253.5,254.2,255.63,472378,12075323550000.0,5091,305777,0.6473000000000001
2016-06-23,COFFEEDAY,EQ,254.2,255.0,256.7,245.5,251.0,250.7,252.76,119815,3028456155000.0,1735,75777,0.6325000000000001
2016-06-24,COFFEEDAY,EQ,250.7,247.85,263.0,235.3,242.0,243.65,246.38,132165,3256307415000.0,2436,45177,0.3418
2016-06-27,COFFEEDAY,EQ,243.65,243.65,252.05,243.65,248.25,248.4,248.34,58333,1448637880000.0,1607,19820,0.3398
2016-06-28,COFFEEDAY,EQ,248.4,249.0,253.3,248.0,249.1,250.05,250.43,76641,1919298895000.0,3071,34820,0.4543
2016-06-29,COFFEEDAY,EQ,250.05,252.35,256.85,251.55,251.85,252.3,253.59,83314,2112780245000.0,3195,33785,0.40549999999999997
2016-06-30,COFFEEDAY,EQ,252.3,254.6,257.0,254.5,255.9,255.5,255.75,82426,2108037035000.0002,3282,44493,0.5398
2016-07-01,COFFEEDAY,EQ,255.5,257.85,265.2,250.3,259.6,259.8,259.59,203130,5273045925000.0,7095,69010,0.3397
2016-07-04,COFFEEDAY,EQ,259.8,261.45,263.5,256.8,261.0,259.6,260.06,71943,1870975650000.0,2775,30032,0.41740000000000005
2016-07-05,COFFEEDAY,EQ,259.6,260.1,261.0,256.6,258.0,257.45,258.63,44677,1155460685000.0,882,18800,0.4208
2016-07-07,COFFEEDAY,EQ,257.45,258.0,260.0,252.1,252.65,252.9,256.03,123040,3150194760000.0,2084,61064,0.4963
2016-07-08,COFFEEDAY,EQ,252.9,253.0,255.9,251.0,252.0,251.65,252.97,45530,1151778310000.0,1099,19064,0.41869999999999996
2016-07-11,COFFEEDAY,EQ,251.65,253.75,254.7,250.5,251.0,251.15,252.31,65114,1642868920000.0,1455,36285,0.5573
2016-07-12,COFFEEDAY,EQ,251.15,251.5,253.9,249.25,249.95,250.25,251.36,41933,1054033455000.0001,1392,23669,0.5644
2016-07-13,COFFEEDAY,EQ,250.25,250.65,252.5,245.65,247.25,247.65,248.81,48532,1207534060000.0,1277,31999,0.6593000000000001
2016-07-14,COFFEEDAY,EQ,247.65,247.55,249.5,244.5,245.0,245.15,246.64,58795,1450120590000.0,2865,40529,0.6893000000000001
2016-07-15,COFFEEDAY,EQ,245.15,246.7,247.0,241.25,241.5,241.75,244.03,108518,2648122125000.0,1589,94943,0.8749
2016-07-18,COFFEEDAY,EQ,241.75,243.9,243.9,235.75,236.0,236.85,239.37,54615,1307301895000.0,1620,40675,0.7448
2016-07-19,COFFEEDAY,EQ,236.85,230.0,236.0,230.0,230.95,231.2,232.74,184797,4300952985000.0,3884,138294,0.7484000000000001
2016-07-20,COFFEEDAY,EQ,231.2,232.2,234.5,231.0,232.25,232.0,232.42,93283,2168050120000.0,2796,67989,0.7288
2016-07-21,COFFEEDAY,EQ,232.0,233.0,246.5,232.0,244.65,244.0,238.44,1067990,25465176360000.0,6954,649860,0.6085
2016-07-22,COFFEEDAY,EQ,244.0,246.0,255.0,245.95,252.7,251.3,251.9,261783,6594409845000.0,4357,114855,0.4387
2016-07-25,COFFEEDAY,EQ,251.3,251.6,258.1,247.3,251.75,252.7,254.08,130816,3323802310000.0,2400,58821,0.4496
2016-07-26,COFFEEDAY,EQ,252.7,253.95,253.95,244.7,245.55,245.2,246.97,104005,2568644625000.0,2022,75735,0.7282
2016-07-27,COFFEEDAY,EQ,245.2,246.0,250.5,244.0,245.4,245.4,247.28,71706,1773159710000.0002,1306,49243,0.6867
2016-07-28,COFFEEDAY,EQ,245.4,246.0,255.4,242.0,245.9,246.3,248.81,132541,3297692695000.0,2782,61807,0.46630000000000005
2016-07-29,COFFEEDAY,EQ,246.3,246.9,248.8,243.0,243.0,244.9,245.67,39620,973345630000.0001,1465,25323,0.6391
2016-08-01,COFFEEDAY,EQ,244.9,244.5,248.0,242.0,242.0,242.45,244.1,37875,924520300000.0,1234,25766,0.6803
2016-08-02,COFFEEDAY,EQ,242.45,242.0,247.55,240.1,241.5,241.3,242.76,52856,1283131345000.0,1514,36184,0.6846
2016-08-03,COFFEEDAY,EQ,241.3,241.3,244.85,235.6,236.0,237.25,238.73,69147,1650775685000.0,1633,50487,0.7301000000000001
2016-08-04,COFFEEDAY,EQ,237.25,237.25,240.6,236.6,237.25,237.1,238.17,24997,595342235000.0,829,14930,0.5972999999999999
2016-08-05,COFFEEDAY,EQ,237.1,236.1,241.8,236.1,237.55,238.65,239.17,61282,1465695635000.0,1138,35523,0.5797
2016-08-08,COFFEEDAY,EQ,238.65,240.0,245.9,239.0,244.0,243.65,243.12,59444,1445207955000.0,1579,39043,0.6568
2016-08-09,COFFEEDAY,EQ,243.65,243.8,245.8,240.1,241.0,241.15,242.75,28714,697024665000.0,810,18574,0.6469
2016-08-10,COFFEEDAY,EQ,241.15,241.5,243.9,236.2,237.05,237.35,239.02,26647,636919025000.0,898,19649,0.7373999999999999
2016-08-11,COFFEEDAY,EQ,237.35,238.0,243.0,235.7,241.4,238.95,238.7,53007,1265280065000.0,2038,21446,0.4046
2016-08-12,COFFEEDAY,EQ,238.95,245.0,245.0,235.1,235.4,236.5,240.31,154650,3716387720000.0005,2916,70463,0.4556
2016-08-16,COFFEEDAY,EQ,236.5,235.0,238.95,235.0,235.35,235.35,235.96,24608,580657955000.0,710,15501,0.6299
