===============================================================================
Id,NIFTYBEES,len,datetime,open,high,low,close,volume,openinterest,Backtest,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
1914,NIFTYBEES,1914,2020-09-25 23:59:59.999989,116.85,118.11,115.0,117.87,1640526.0,115.0,Backtest,1914,737693.9999999999,Broker,1914,99407.0,99524.87,BuySell,1914,,,Trades - Net Profit/Loss,1914,,
1915,NIFTYBEES,1915,2020-09-28 23:59:59.999989,120.0,120.0,117.91,119.75,1311060.0,117.91,Backtest,1915,737696.9999999999,Broker,1915,99407.0,99526.75,BuySell,1915,,,Trades - Net Profit/Loss,1915,,
1916,NIFTYBEES,1916,2020-09-29 23:59:59.999989,130.0,130.0,119.41,119.82,1496038.0,119.41,Backtest,1916,737697.9999999999,Broker,1916,99407.0,99526.82,BuySell,1916,,,Trades - Net Profit/Loss,1916,,
1917,NIFTYBEES,1917,2020-09-30 23:59:59.999989,122.0,122.42,118.55,119.93,1045912.0,118.55,Backtest,1917,737698.9999999999,Broker,1917,99407.0,99526.93,BuySell,1917,,,Trades - Net Profit/Loss,1917,,
1918,NIFTYBEES,1918,2020-10-01 23:59:59.999989,120.5,121.74,119.72,121.61,1429824.0,119.72,Backtest,1918,737699.9999999999,Broker,1918,99407.0,99528.61,BuySell,1918,,,Trades - Net Profit/Loss,1918,,
1919,NIFTYBEES,1919,2020-10-05 23:59:59.999989,125.0,125.0,120.05,122.38,2450876.0,120.05,Backtest,1919,737703.9999999999,Broker,1919,99407.0,99529.38,BuySell,1919,,,Trades - Net Profit/Loss,1919,,
1920,NIFTYBEES,1920,2020-10-06 23:59:59.999989,124.0,124.2,120.0,124.03,1563246.0,120.0,Backtest,1920,737704.9999999999,Broker,1920,99407.0,99531.03,BuySell,1920,,,Trades - Net Profit/Loss,1920,,
1921,NIFTYBEES,1921,2020-10-07 23:59:59.999989,127.45,127.45,116.6,124.89,1645542.0,116.6,Backtest,1921,737705.9999999999,Broker,1921,99407.0,99531.89,BuySell,1921,,,Trades - Net Profit/Loss,1921,,
1922,NIFTYBEES,1922,2020-10-08 23:59:59.999989,127.0,127.0,123.3,125.91,2178637.0,123.3,Backtest,1922,737706.9999999999,Broker,1922,99407.0,99532.91,BuySell,1922,,,Trades - Net Profit/Loss,1922,,
1923,NIFTYBEES,1923,2020-10-09 23:59:59.999989,130.0,130.0,125.7,126.99,2170221.0,125.7,Backtest,1923,737707.9999999999,Broker,1923,99407.0,99533.99,BuySell,1923,,,Trades - Net Profit/Loss,1923,,
1924,NIFTYBEES,1924,2020-10-12 23:59:59.999989,124.0,128.1,124.0,126.96,2384129.0,124.0,Backtest,1924,737710.9999999999,Broker,1924,99407.0,99533.96,BuySell,1924,,,Trades - Net Profit/Loss,1924,,
1925,NIFTYBEES,1925,2020-10-13 23:59:59.999989,129.0,130.0,126.0,127.02,1505033.0,126.0,Backtest,1925,737711.9999999999,Broker,1925,99407.0,99534.02,BuySell,1925,,,Trades - Net Profit/Loss,1925,,
1926,NIFTYBEES,1926,2020-10-14 23:59:59.999989,127.55,127.69,125.8,127.42,1702320.0,125.8,Backtest,1926,737712.9999999999,Broker,1926,99407.0,99534.42,BuySell,1926,,,Trades - Net Profit/Loss,1926,,
1927,NIFTYBEES,1927,2020-10-15 23:59:59.999989,128.0,128.0,124.0,124.81,3686080.0,124.0,Backtest,1927,737713.9999999999,Broker,1927,99407.0,99531.81,BuySell,1927,,,Trades - Net Profit/Loss,1927,,
1928,NIFTYBEES,1928,2020-10-16 23:59:59.999989,125.44,125.92,124.6,125.62,2100993.0,124.6,Backtest,1928,737714.9999999999,Broker,1928,99407.0,99532.62,BuySell,1928,,,Trades - Net Profit/Loss,1928,,
1929,NIFTYBEES,1929,2020-10-19 23:59:59.999989,130.0,130.0,124.61,126.81,1702515.0,124.61,Backtest,1929,737717.9999999999,Broker,1929,99407.0,99533.81,BuySell,1929,,,Trades - Net Profit/Loss,1929,,
1930,NIFTYBEES,1930,2020-10-20 23:59:59.999989,130.0,130.0,125.25,126.77,1244069.0,125.25,Backtest,1930,737718.9999999999,Broker,1930,99407.0,99533.77,BuySell,1930,,,Trades - Net Profit/Loss,1930,,
1931,NIFTYBEES,1931,2020-10-21 23:59:59.999989,130.0,130.0,125.41,126.98,1714840.0,125.41,Backtest,1931,737719.9999999999,Broker,1931,99407.0,99533.98,BuySell,1931,,,Trades - Net Profit/Loss,1931,,
1932,NIFTYBEES,1932,2020-10-22 23:59:59.999989,128.0,128.0,126.0,126.73,1185728.0,126.0,Backtest,1932,737720.9999999999,Broker,1932,99407.0,99533.73,BuySell,1932,,,Trades - Net Profit/Loss,1932,,
1933,NIFTYBEES,1933,2020-10-23 23:59:59.999989,128.0,128.0,126.73,127.11,1099448.0,126.73,Backtest,1933,737721.9999999999,Broker,1933,99407.0,99534.11,BuySell,1933,,,Trades - Net Profit/Loss,1933,,
1934,NIFTYBEES,1934,2020-10-26 23:59:59.999989,146.2,146.2,125.2,125.81,1653725.0,125.2,Backtest,1934,737724.9999999999,Broker,1934,99407.0,99532.81,BuySell,1934,,,Trades - Net Profit/Loss,1934,,
1935,NIFTYBEES,1935,2020-10-27 23:59:59.999989,109.5,129.99,109.5,126.81,1375559.0,109.5,Backtest,1935,737725.9999999999,Broker,1935,99407.0,99533.81,BuySell,1935,,,Trades - Net Profit/Loss,1935,,
1936,NIFTYBEES,1936,2020-10-28 23:59:59.999989,119.2,145.8,119.2,125.4,1802732.0,119.2,Backtest,1936,737726.9999999999,Broker,1936,99407.0,99532.4,BuySell,1936,,,Trades - Net Profit/Loss,1936,,
1937,NIFTYBEES,1937,2020-10-29 23:59:59.999989,129.5,139.0,124.0,124.72,1442980.0,124.0,Backtest,1937,737727.9999999999,Broker,1937,99407.0,99531.72,BuySell,1937,,,Trades - Net Profit/Loss,1937,,
1938,NIFTYBEES,1938,2020-10-30 23:59:59.999989,130.0,138.0,123.4,124.57,1694334.0,123.4,Backtest,1938,737728.9999999999,Broker,1938,99407.0,99531.57,BuySell,1938,,,Trades - Net Profit/Loss,1938,,
1939,NIFTYBEES,1939,2020-11-02 23:59:59.999989,127.69,127.69,123.4,124.37,2026545.0,123.4,Backtest,1939,737731.9999999999,Broker,1939,99407.0,99531.37,BuySell,1939,,,Trades - Net Profit/Loss,1939,,
1940,NIFTYBEES,1940,2020-11-03 23:59:59.999989,126.0,126.24,124.05,126.01,1278806.0,124.05,Backtest,1940,737732.9999999999,Broker,1940,99407.0,99533.01,BuySell,1940,,,Trades - Net Profit/Loss,1940,,
1941,NIFTYBEES,1941,2020-11-04 23:59:59.999989,139.0,139.0,114.7,127.03,1720136.0,114.7,Backtest,1941,737733.9999999999,Broker,1941,99407.0,99534.03,BuySell,1941,,,Trades - Net Profit/Loss,1941,,
1942,NIFTYBEES,1942,2020-11-05 23:59:59.999989,133.0,133.0,127.51,129.12,1799777.0,127.51,Backtest,1942,737734.9999999999,Broker,1942,99407.0,99536.12,BuySell,1942,,,Trades - Net Profit/Loss,1942,,
1943,NIFTYBEES,1943,2020-11-06 23:59:59.999989,129.0,130.8,126.51,130.61,2090661.0,126.51,Backtest,1943,737735.9999999999,Broker,1943,99407.0,99537.61,BuySell,1943,,,Trades - Net Profit/Loss,1943,,
1944,NIFTYBEES,1944,2020-11-09 23:59:59.999989,132.0,133.0,131.16,132.73,1575611.0,131.16,Backtest,1944,737738.9999999999,Broker,1944,99407.0,99539.73,BuySell,1944,,,Trades - Net Profit/Loss,1944,,
1945,NIFTYBEES,1945,2020-11-10 23:59:59.999989,144.7,144.7,132.94,134.72,2844216.0,132.94,Backtest,1945,737739.9999999999,Broker,1945,99407.0,99541.72,BuySell,1945,,,Trades - Net Profit/Loss,1945,,
1946,NIFTYBEES,1946,2020-11-11 23:59:59.999989,154.9,154.9,122.6,135.83,2626835.0,122.6,Backtest,1946,737740.9999999999,Broker,1946,99407.0,99542.83,BuySell,1946,,,Trades - Net Profit/Loss,1946,,
1947,NIFTYBEES,1947,2020-11-12 23:59:59.999989,144.7,144.7,134.65,135.26,1464974.0,134.65,Backtest,1947,737741.9999999999,Broker,1947,99407.0,99542.26,BuySell,1947,,,Trades - Net Profit/Loss,1947,,
1948,NIFTYBEES,1948,2020-11-13 23:59:59.999989,140.0,140.0,130.0,135.79,1675631.0,130.0,Backtest,1948,737742.9999999999,Broker,1948,99407.0,99542.79,BuySell,1948,,,Trades - Net Profit/Loss,1948,,
1949,NIFTYBEES,1949,2020-11-14 23:59:59.999989,123.6,140.0,123.6,136.4,901758.0,123.6,Backtest,1949,737743.9999999999,Broker,1949,99407.0,99543.4,BuySell,1949,,,Trades - Net Profit/Loss,1949,,
1950,NIFTYBEES,1950,2020-11-17 23:59:59.999989,154.88,154.88,136.51,137.39,2497489.0,136.51,Backtest,1950,737746.9999999999,Broker,1950,99407.0,99544.39,BuySell,1950,,,Trades - Net Profit/Loss,1950,,
1951,NIFTYBEES,1951,2020-11-18 23:59:59.999989,136.0,149.88,136.0,137.9,1932468.0,136.0,Backtest,1951,737747.9999999999,Broker,1951,99407.0,99544.9,BuySell,1951,,,Trades - Net Profit/Loss,1951,,
1952,NIFTYBEES,1952,2020-11-19 23:59:59.999989,120.0,143.88,120.0,136.25,2243961.0,120.0,Backtest,1952,737748.9999999999,Broker,1952,99407.0,99543.25,BuySell,1952,,,Trades - Net Profit/Loss,1952,,
1953,NIFTYBEES,1953,2020-11-20 23:59:59.999989,137.0,137.33,135.0,137.0,1597557.0,135.0,Backtest,1953,737749.9999999999,Broker,1953,99407.0,99544.0,BuySell,1953,,,Trades - Net Profit/Loss,1953,,
1954,NIFTYBEES,1954,2020-11-23 23:59:59.999989,149.0,149.0,136.62,137.76,1987751.0,136.62,Backtest,1954,737752.9999999999,Broker,1954,99407.0,99544.76,BuySell,1954,,,Trades - Net Profit/Loss,1954,,
1955,NIFTYBEES,1955,2020-11-24 23:59:59.999989,147.88,147.88,129.5,139.38,2727726.0,129.5,Backtest,1955,737753.9999999999,Broker,1955,99407.0,99546.38,BuySell,1955,,,Trades - Net Profit/Loss,1955,,
1956,NIFTYBEES,1956,2020-11-25 23:59:59.999989,154.74,154.74,137.2,137.39,2261085.0,137.2,Backtest,1956,737754.9999999999,Broker,1956,99407.0,99544.39,BuySell,1956,,,Trades - Net Profit/Loss,1956,,
1957,NIFTYBEES,1957,2020-11-26 23:59:59.999989,144.0,144.0,136.6,138.24,7689852.0,136.6,Backtest,1957,737755.9999999999,Broker,1957,99407.0,99545.24,BuySell,1957,,,Trades - Net Profit/Loss,1957,,
1958,NIFTYBEES,1958,2020-11-27 23:59:59.999989,150.0,150.0,133.04,138.38,1273581.0,133.04,Backtest,1958,737756.9999999999,Broker,1958,99407.0,99545.38,BuySell,1958,,,Trades - Net Profit/Loss,1958,,
1959,NIFTYBEES,1959,2020-12-01 23:59:59.999989,149.7,149.7,133.1,139.79,1452032.0,133.1,Backtest,1959,737760.9999999999,Broker,1959,99407.0,99546.79,BuySell,1959,,,Trades - Net Profit/Loss,1959,,
1960,NIFTYBEES,1960,2020-12-02 23:59:59.999989,154.0,154.0,138.6,139.96,1203053.0,138.6,Backtest,1960,737761.9999999999,Broker,1960,99407.0,99546.96,BuySell,1960,,,Trades - Net Profit/Loss,1960,,
1961,NIFTYBEES,1961,2020-12-03 23:59:59.999989,141.23,143.0,139.91,140.12,1344091.0,139.91,Backtest,1961,737762.9999999999,Broker,1961,99407.0,99547.12,BuySell,1961,,,Trades - Net Profit/Loss,1961,,
1962,NIFTYBEES,1962,2020-12-04 23:59:59.999989,143.2,143.2,139.95,141.27,1151089.0,139.95,Backtest,1962,737763.9999999999,Broker,1962,99407.0,99548.27,BuySell,1962,,,Trades - Net Profit/Loss,1962,,
1963,NIFTYBEES,1963,2020-12-07 23:59:59.999989,143.0,143.0,140.5,142.29,2265003.0,140.5,Backtest,1963,737766.9999999999,Broker,1963,99407.0,99549.29,BuySell,1963,,,Trades - Net Profit/Loss,1963,,
1964,NIFTYBEES,1964,2020-12-08 23:59:59.999989,154.0,154.0,141.3,142.86,1588215.0,141.3,Backtest,1964,737767.9999999999,Broker,1964,99407.0,99549.86,BuySell,1964,,,Trades - Net Profit/Loss,1964,,
1965,NIFTYBEES,1965,2020-12-09 23:59:59.999989,146.0,146.0,140.5,144.41,1490549.0,140.5,Backtest,1965,737768.9999999999,Broker,1965,99407.0,99551.41,BuySell,1965,,,Trades - Net Profit/Loss,1965,,
1966,NIFTYBEES,1966,2020-12-10 23:59:59.999989,154.0,154.0,143.0,143.82,1541066.0,143.0,Backtest,1966,737769.9999999999,Broker,1966,99407.0,99550.82,BuySell,1966,,,Trades - Net Profit/Loss,1966,,
1967,NIFTYBEES,1967,2020-12-11 23:59:59.999989,148.0,148.0,142.8,143.93,1557017.0,142.8,Backtest,1967,737770.9999999999,Broker,1967,99407.0,99550.93,BuySell,1967,,,Trades - Net Profit/Loss,1967,,
1968,NIFTYBEES,1968,2020-12-14 23:59:59.999989,144.99,145.7,143.45,144.32,2254461.0,143.45,Backtest,1968,737773.9999999999,Broker,1968,99407.0,99551.32,BuySell,1968,,,Trades - Net Profit/Loss,1968,,
1969,NIFTYBEES,1969,2020-12-15 23:59:59.999989,146.0,146.0,143.4,144.61,1565759.0,143.4,Backtest,1969,737774.9999999999,Broker,1969,99407.0,99551.61,BuySell,1969,,,Trades - Net Profit/Loss,1969,,
1970,NIFTYBEES,1970,2020-12-16 23:59:59.999989,159.0,159.0,144.0,145.82,1258149.0,144.0,Backtest,1970,737775.9999999999,Broker,1970,99407.0,99552.82,BuySell,1970,,,Trades - Net Profit/Loss,1970,,
1971,NIFTYBEES,1971,2020-12-17 23:59:59.999989,154.8,154.8,145.56,146.56,1116175.0,145.56,Backtest,1971,737776.9999999999,Broker,1971,99407.0,99553.56,BuySell,1971,,,Trades - Net Profit/Loss,1971,,
1972,NIFTYBEES,1972,2020-12-18 23:59:59.999989,159.0,159.0,145.4,146.96,1745336.0,145.4,Backtest,1972,737777.9999999999,Broker,1972,99407.0,99553.96,BuySell,1972,,,Trades - Net Profit/Loss,1972,,
1973,NIFTYBEES,1973,2020-12-21 23:59:59.999989,146.94,146.96,140.55,142.5,3192127.0,140.55,Backtest,1973,737780.9999999999,Broker,1973,99407.0,99549.5,BuySell,1973,,,Trades - Net Profit/Loss,1973,,
1974,NIFTYBEES,1974,2020-12-22 23:59:59.999989,146.4,146.4,129.7,143.82,2462353.0,129.7,Backtest,1974,737781.9999999999,Broker,1974,99407.0,99550.82,BuySell,1974,,,Trades - Net Profit/Loss,1974,,
1975,NIFTYBEES,1975,2020-12-23 23:59:59.999989,143.95,145.31,143.28,145.12,1280315.0,143.28,Backtest,1975,737782.9999999999,Broker,1975,99407.0,99552.12,BuySell,1975,,,Trades - Net Profit/Loss,1975,,
1976,NIFTYBEES,1976,2020-12-24 23:59:59.999989,154.7,154.7,144.45,146.52,1837640.0,144.45,Backtest,1976,737783.9999999999,Broker,1976,99407.0,99553.52,BuySell,1976,,,Trades - Net Profit/Loss,1976,,
1977,NIFTYBEES,1977,2020-12-28 23:59:59.999989,159.0,159.0,146.25,147.78,1362994.0,146.25,Backtest,1977,737787.9999999999,Broker,1977,99407.0,99554.78,BuySell,1977,,,Trades - Net Profit/Loss,1977,,
1978,NIFTYBEES,1978,2020-12-29 23:59:59.999989,148.4,148.95,148.1,148.77,1639088.0,148.1,Backtest,1978,737788.9999999999,Broker,1978,99407.0,99555.77,BuySell,1978,,,Trades - Net Profit/Loss,1978,,
1979,NIFTYBEES,1979,2020-12-30 23:59:59.999989,149.41,149.5,148.1,149.27,1664595.0,148.1,Backtest,1979,737789.9999999999,Broker,1979,99407.0,99556.27,BuySell,1979,,,Trades - Net Profit/Loss,1979,,
1980,NIFTYBEES,1980,2020-12-31 23:59:59.999989,148.15,149.95,148.15,149.07,1513100.0,148.15,Backtest,1980,737790.9999999999,Broker,1980,99407.0,99556.07,BuySell,1980,,,Trades - Net Profit/Loss,1980,,
1981,NIFTYBEES,1981,2021-01-01 23:59:59.999989,159.68,159.68,147.65,149.57,767502.0,147.65,Backtest,1981,737791.9999999999,Broker,1981,99407.0,99556.57,BuySell,1981,,,Trades - Net Profit/Loss,1981,,
1982,NIFTYBEES,1982,2021-01-04 23:59:59.999989,150.59,150.9,148.95,150.71,1729074.0,148.95,Backtest,1982,737794.9999999999,Broker,1982,99407.0,99557.71,BuySell,1982,,,Trades - Net Profit/Loss,1982,,
1983,NIFTYBEES,1983,2021-01-05 23:59:59.999989,159.7,159.7,149.75,151.3,2248517.0,149.75,Backtest,1983,737795.9999999999,Broker,1983,99407.0,99558.3,BuySell,1983,,,Trades - Net Profit/Loss,1983,,
1984,NIFTYBEES,1984,2021-01-06 23:59:59.999989,159.7,159.7,145.58,151.22,1890161.0,145.58,Backtest,1984,737796.9999999999,Broker,1984,99407.0,99558.22,BuySell,1984,,,Trades - Net Profit/Loss,1984,,
1985,NIFTYBEES,1985,2021-01-07 23:59:59.999989,155.0,155.0,151.01,151.2,1184831.0,151.01,Backtest,1985,737797.9999999999,Broker,1985,99407.0,99558.2,BuySell,1985,,,Trades - Net Profit/Loss,1985,,
1986,NIFTYBEES,1986,2021-01-08 23:59:59.999989,168.88,168.88,151.73,152.88,1488219.0,151.73,Backtest,1986,737798.9999999999,Broker,1986,99407.0,99559.88,BuySell,1986,,,Trades - Net Profit/Loss,1986,,
1987,NIFTYBEES,1987,2021-01-11 23:59:59.999989,158.0,159.7,153.11,154.38,1714620.0,153.11,Backtest,1987,737801.9999999999,Broker,1987,99407.0,99561.38,BuySell,1987,,,Trades - Net Profit/Loss,1987,,
1988,NIFTYBEES,1988,2021-01-12 23:59:59.999989,154.44,155.47,153.9,155.32,1645477.0,153.9,Backtest,1988,737802.9999999999,Broker,1988,99407.0,99562.32,BuySell,1988,,,Trades - Net Profit/Loss,1988,,
1989,NIFTYBEES,1989,2021-01-13 23:59:59.999989,156.15,156.15,154.31,155.6,1524163.0,154.31,Backtest,1989,737803.9999999999,Broker,1989,99407.0,99562.6,BuySell,1989,,,Trades - Net Profit/Loss,1989,,
1990,NIFTYBEES,1990,2021-01-14 23:59:59.999989,155.5,155.92,154.52,155.76,1242536.0,154.52,Backtest,1990,737804.9999999999,Broker,1990,99407.0,99562.76,BuySell,1990,,,Trades - Net Profit/Loss,1990,,
1991,NIFTYBEES,1991,2021-01-15 23:59:59.999989,155.95,155.95,153.5,154.11,2219346.0,153.5,Backtest,1991,737805.9999999999,Broker,1991,99407.0,99561.11,BuySell,1991,,,Trades - Net Profit/Loss,1991,,
1992,NIFTYBEES,1992,2021-01-18 23:59:59.999989,160.25,164.8,152.08,152.56,2172716.0,152.08,Backtest,1992,737808.9999999999,Broker,1992,99407.0,99559.56,BuySell,1992,,,Trades - Net Profit/Loss,1992,,
1993,NIFTYBEES,1993,2021-01-19 23:59:59.999989,153.9,155.6,153.32,155.45,1986752.0,153.32,Backtest,1993,737809.9999999999,Broker,1993,99407.0,99562.45,BuySell,1993,,,Trades - Net Profit/Loss,1993,,
1994,NIFTYBEES,1994,2021-01-20 23:59:59.999989,155.42,156.85,155.12,156.75,1574034.0,155.12,Backtest,1994,737810.9999999999,Broker,1994,99407.0,99563.75,BuySell,1994,,,Trades - Net Profit/Loss,1994,,
1995,NIFTYBEES,1995,2021-01-21 23:59:59.999989,169.7,169.7,155.34,156.02,1966764.0,155.34,Backtest,1995,737811.9999999999,Broker,1995,99407.0,99563.02,BuySell,1995,,,Trades - Net Profit/Loss,1995,,
1996,NIFTYBEES,1996,2021-01-22 23:59:59.999989,156.98,156.99,153.7,153.91,2013987.0,153.7,Backtest,1996,737812.9999999999,Broker,1996,99407.0,99560.91,BuySell,1996,,,Trades - Net Profit/Loss,1996,,
1997,NIFTYBEES,1997,2021-01-25 23:59:59.999989,174.88,174.88,152.22,152.46,1877148.0,152.22,Backtest,1997,737815.9999999999,Broker,1997,99407.0,99559.46,BuySell,1997,,,Trades - Net Profit/Loss,1997,,
1998,NIFTYBEES,1998,2021-01-27 23:59:59.999989,157.7,157.7,140.2,149.48,3099586.0,140.2,Backtest,1998,737817.9999999999,Broker,1998,99407.0,99556.48,BuySell,1998,,,Trades - Net Profit/Loss,1998,,
1999,NIFTYBEES,1999,2021-01-28 23:59:59.999989,149.0,149.0,147.0,147.99,3724096.0,147.0,Backtest,1999,737818.9999999999,Broker,1999,99407.0,99554.99,BuySell,1999,,,Trades - Net Profit/Loss,1999,,
2000,NIFTYBEES,2000,2021-01-29 23:59:59.999989,164.74,164.74,145.6,146.1,4019948.0,145.6,Backtest,2000,737819.9999999999,Broker,2000,99407.0,99553.1,BuySell,2000,,,Trades - Net Profit/Loss,2000,,
2001,NIFTYBEES,2001,2021-02-01 23:59:59.999989,150.0,153.0,146.24,152.52,5752457.0,146.24,Backtest,2001,737822.9999999999,Broker,2001,99407.0,99559.52,BuySell,2001,,,Trades - Net Profit/Loss,2001,,
2002,NIFTYBEES,2002,2021-02-02 23:59:59.999989,154.33,162.0,153.12,156.1,5401586.0,153.12,Backtest,2002,737823.9999999999,Broker,2002,99407.0,99563.1,BuySell,2002,,,Trades - Net Profit/Loss,2002,,
2003,NIFTYBEES,2003,2021-02-03 23:59:59.999989,164.4,164.4,155.21,157.66,3184291.0,155.21,Backtest,2003,737824.9999999999,Broker,2003,99407.0,99564.66,BuySell,2003,,,Trades - Net Profit/Loss,2003,,
2004,NIFTYBEES,2004,2021-02-04 23:59:59.999989,174.7,174.7,156.51,158.69,2597296.0,156.51,Backtest,2004,737825.9999999999,Broker,2004,99407.0,99565.69,BuySell,2004,,,Trades - Net Profit/Loss,2004,,
2005,NIFTYBEES,2005,2021-02-05 23:59:59.999989,159.27,159.99,158.48,159.05,2162707.0,158.48,Backtest,2005,737826.9999999999,Broker,2005,99407.0,99566.05,BuySell,2005,,,Trades - Net Profit/Loss,2005,,
2006,NIFTYBEES,2006,2021-02-08 23:59:59.999989,179.7,179.7,159.35,161.03,3414992.0,159.35,Backtest,2006,737829.9999999999,Broker,2006,99407.0,99568.03,BuySell,2006,,,Trades - Net Profit/Loss,2006,,
2007,NIFTYBEES,2007,2021-02-09 23:59:59.999989,161.67,162.7,160.76,161.23,2186027.0,160.76,Backtest,2007,737830.9999999999,Broker,2007,99407.0,99568.23,BuySell,2007,,,Trades - Net Profit/Loss,2007,,
2008,NIFTYBEES,2008,2021-02-10 23:59:59.999989,161.83,161.92,160.15,161.46,2086456.0,160.15,Backtest,2008,737831.9999999999,Broker,2008,99407.0,99568.46,BuySell,2008,,,Trades - Net Profit/Loss,2008,,
2009,NIFTYBEES,2009,2021-02-11 23:59:59.999989,161.17,162.64,160.94,162.06,1130555.0,160.94,Backtest,2009,737832.9999999999,Broker,2009,99407.0,99569.06,BuySell,2009,,,Trades - Net Profit/Loss,2009,,
2010,NIFTYBEES,2010,2021-02-12 23:59:59.999989,162.35,162.7,161.3,162.17,1471633.0,161.3,Backtest,2010,737833.9999999999,Broker,2010,99407.0,99569.17,BuySell,2010,,,Trades - Net Profit/Loss,2010,,
2011,NIFTYBEES,2011,2021-02-15 23:59:59.999989,163.17,165.0,159.75,163.93,1390282.0,159.75,Backtest,2011,737836.9999999999,Broker,2011,99407.0,99570.93,BuySell,2011,,,Trades - Net Profit/Loss,2011,,
2012,NIFTYBEES,2012,2021-02-16 23:59:59.999989,169.88,169.88,162.71,163.54,2808707.0,162.71,Backtest,2012,737837.9999999999,Broker,2012,99407.0,99570.54,BuySell,2012,,,Trades - Net Profit/Loss,2012,,
2013,NIFTYBEES,2013,2021-02-17 23:59:59.999989,164.98,164.98,162.01,162.59,1633793.0,162.01,Backtest,2013,737838.9999999999,Broker,2013,99407.0,99569.59,BuySell,2013,,,Trades - Net Profit/Loss,2013,,
2014,NIFTYBEES,2014,2021-02-18 23:59:59.999989,172.59,172.59,161.57,161.89,1466832.0,161.57,Backtest,2014,737839.9999999999,Broker,2014,99407.0,99568.89,BuySell,2014,,,Trades - Net Profit/Loss,2014,,
2015,NIFTYBEES,2015,2021-02-19 23:59:59.999989,161.57,164.19,159.55,160.42,1924382.0,159.55,Backtest,2015,737840.9999999999,Broker,2015,99407.0,99567.42,BuySell,2015,,,Trades - Net Profit/Loss,2015,,
2016,NIFTYBEES,2016,2021-02-22 23:59:59.999989,160.75,162.19,156.71,157.18,4266735.0,156.71,Backtest,2016,737843.9999999999,Broker,2016,99407.0,99564.18,BuySell,2016,,,Trades - Net Profit/Loss,2016,,
2017,NIFTYBEES,2017,2021-02-23 23:59:59.999989,158.69,164.6,157.1,157.59,3376578.0,157.1,Backtest,2017,737844.9999999999,Broker,2017,99407.0,99564.59,BuySell,2017,,,Trades - Net Profit/Loss,2017,,
2018,NIFTYBEES,2018,2021-02-24 23:59:59.999989,157.59,163.85,157.1,160.15,1694856.0,157.1,Backtest,2018,737845.9999999999,Broker,2018,99407.0,99567.15,BuySell,2018,,,Trades - Net Profit/Loss,2018,,
2019,NIFTYBEES,2019,2021-02-25 23:59:59.999989,161.46,162.39,160.82,161.87,2078898.0,160.82,Backtest,2019,737846.9999999999,Broker,2019,99407.0,99568.87,BuySell,2019,,,Trades - Net Profit/Loss,2019,,
2020,NIFTYBEES,2020,2021-02-26 23:59:59.999989,157.0,163.62,154.55,156.15,6394687.0,154.55,Backtest,2020,737847.9999999999,Broker,2020,99407.0,99563.15,BuySell,2020,,,Trades - Net Profit/Loss,2020,,
2021,NIFTYBEES,2021,2021-03-01 23:59:59.999989,161.99,161.99,156.8,158.01,2262115.0,156.8,Backtest,2021,737850.9999999999,Broker,2021,99407.0,99565.01,BuySell,2021,,,Trades - Net Profit/Loss,2021,,
2022,NIFTYBEES,2022,2021-03-02 23:59:59.999989,159.41,159.99,158.01,159.57,1674905.0,158.01,Backtest,2022,737851.9999999999,Broker,2022,99407.0,99566.57,BuySell,2022,,,Trades - Net Profit/Loss,2022,,
2023,NIFTYBEES,2023,2021-03-03 23:59:59.999989,161.14,163.31,160.39,162.98,2774589.0,160.39,Backtest,2023,737852.9999999999,Broker,2023,99407.0,99569.98,BuySell,2023,,,Trades - Net Profit/Loss,2023,,
2024,NIFTYBEES,2024,2021-03-04 23:59:59.999989,165.0,165.0,160.0,161.2,1760533.0,160.0,Backtest,2024,737853.9999999999,Broker,2024,99407.0,99568.2,BuySell,2024,,,Trades - Net Profit/Loss,2024,,
2025,NIFTYBEES,2025,2021-03-05 23:59:59.999989,160.33,161.18,158.3,159.66,2004187.0,158.3,Backtest,2025,737854.9999999999,Broker,2025,99407.0,99566.66,BuySell,2025,,,Trades - Net Profit/Loss,2025,,
2026,NIFTYBEES,2026,2021-03-08 23:59:59.999989,163.64,183.6,159.66,160.04,1419094.0,159.66,Backtest,2026,737857.9999999999,Broker,2026,99407.0,99567.04,BuySell,2026,,,Trades - Net Profit/Loss,2026,,
2027,NIFTYBEES,2027,2021-03-09 23:59:59.999989,161.18,161.8,159.85,161.47,1483026.0,159.85,Backtest,2027,737858.9999999999,Broker,2027,99407.0,99568.47,BuySell,2027,,,Trades - Net Profit/Loss,2027,,
2028,NIFTYBEES,2028,2021-03-10 23:59:59.999989,164.94,164.94,161.56,162.16,1026447.0,161.56,Backtest,2028,737859.9999999999,Broker,2028,99407.0,99569.16,BuySell,2028,,,Trades - Net Profit/Loss,2028,,
2029,NIFTYBEES,2029,2021-03-12 23:59:59.999989,163.99,163.99,159.89,160.63,2695163.0,159.89,Backtest,2029,737861.9999999999,Broker,2029,99407.0,99567.63,BuySell,2029,,,Trades - Net Profit/Loss,2029,,
